"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","OUTPUT","INPUT","CHANNELS","MOUNTING","PACKAGE"
"d9810172-5f89-4698-b9dd-8dcb697000d8","","","","","OPTOCOUPLER,1CH,LED,NPN,DIP4,TH","ONSEMI","FOD817A","A1405","","","","","NPN","LED","1CH","TH","DIP4"
