"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","JAMECO","GenericName","Package","ICtype","Mounting"
"18dfcf1f-f921-4dca-8239-723b5c4250a8","","","","","IC,MAX496,SO","","MAX496","R555","","","","","","MAX496","SO","",""
"f1e70cdc-c48c-40ae-b1a9-7183b4ca24cc","","","","","IC,LOGIC,DECODER,3:8,74HC138,SO16,SMD","ST","74HC138","R556, R576","","","","","","74HC138","SO16","LOGIC,DECODER,3:8","SMD"
"77d33171-bafd-4f9b-9123-3464a5695fa9","","","","","IC,LOGIC,HEX,NOT,74HC04,SO14,SMD","ST","74HC04","R557","","","","","","74HC04","SO14","LOGIC,HEX,NOT","SMD"
"71abef2b-157a-4da7-b01e-ea88428f405e","","","","","IC,74HC08,SMD","ST","74HC08","R558","","","","","","74HC08","","","SMD"
"2fe12ff7-61ff-47b9-8d78-52c0268e7f04","","","","","IC,LOGIC,QUAD,NAND2,74HCT00,SMD","NXP","74HCT00","R559","","","","","","74HCT00","","LOGIC,QUAD,NAND2","SMD"
"a5728ebc-6d38-443e-a031-f01d5a9ba35a","","","","","IC,LOGIC,QUAD,NAND2,74HC00,SMD","ST","74HC00","R560","","","","","","74HC00","","LOGIC,QUAD,NAND2","SMD"
"faee9a4b-c8e8-4d19-882d-46b3133f3b0d","","","","","IC,DISPLAY DRIVER,BARGRAPH,LM3914,DIP","NATIONAL","LM3914","R561","","","","","","LM3914","DIP","DISPLAY DRIVER,BARGRAPH",""
"f2f23e1c-cc1a-4fa8-8ed2-cef1dbaa6ac5","","","","","IC,CA5010LT","CALOGIC","CA5010LT","R562","","","","","","CA5010LT","","",""
"8a7562bf-d701-45f3-85a1-f0d5114d3c3f","","","","","IC,LOGIC,D-FLIPFLOP,DUAL,74HC74,SMD","ST","74HC74","R563","","","","","","74HC74","","LOGIC,D-FLIPFLOP,DUAL","SMD"
"3fd29335-1a4d-4c00-acd3-c61d06de9e01","","","","","IC,74HC32,SMD","ST","74HC32","R564","","","","","","74HC32","","","SMD"
"816a7ebc-00a1-4cf5-b23c-9f675eac3bc7","","","","","IC,ADG409","","ADG409","R565","","","","","","ADG409","","",""
"9c62b457-0fe5-4787-9be2-434f8c62ace3","","","","","IC,MAX509,SOW","","MAX509","R566","","","","","","MAX509","SOW","",""
"337caef6-cd21-4211-8855-a821913aa2c9","","","","","IC,LOGIC,QUAD,NAND2,74LV00,SMD","PHILIPS","74LV00","R567","","","","","","74LV00","","LOGIC,QUAD,NAND2","SMD"
"e4ed35ea-f271-43de-baa2-5383ffbb214b","","","","","IC,DRIVER,DARLINGTON 8CH,ULN2803,SO18W","TOSHIBA","ULN2803","R568","","","","","","ULN2803","SO18W","DRIVER,DARLINGTON 8CH",""
"90db010b-bf7c-4c85-93d1-3f743e9113a4","","","","","IC,LOGIC,LATCH*8,74HC373,SO20W,SMD","TI","74HC373","R569","","","","","","74HC373","SO20W","LOGIC,LATCH*8","SMD"
"157a322b-3446-4c8d-84d0-fac6de6eb574","","","","","IC,74HCT244,SO20W,SMD","TI","74HCT244","R570","","","","","","74HCT244","SO20W","","SMD"
"9e2dcef4-2555-49bc-8fbe-c1a709d40afa","","","","","IC,LOGIC,D-FLIPFLOP*8,74HC574,SO20W,SMD","ST","74HC574","R571","","","","","","74HC574","SO20W","LOGIC,D-FLIPFLOP*8","SMD"
"82ade776-02db-4777-a5ce-ddd7687cfa50","","","","","IC,LOGIC,LATCH*8,74HC573,SO20W,SMD","ST","74HC573","R572","","","","","","74HC573","SO20W","LOGIC,LATCH*8","SMD"
"604e1ba0-a0be-481e-b371-df0c7e3b92d0","","","","","IC,AMPLIFIER,AUDIO,LM386,DIP8","NATSEMI","LM386","R573","","","","","","LM386","DIP8","AMPLIFIER,AUDIO",""
"1ceb3649-f22f-47db-9803-2eca879fe9d0","","","","","IC,PCM2707","","PCM2707","R575","","","","","","PCM2707","","",""
"a2448f52-949d-4717-a690-b39a524da65b","","","","","IC,MISC PARTS","HP","MISC PARTS","A0505","","","","","","MISC PARTS","","",""
"e41dc93b-819b-443a-94aa-7fc73116333a","","","","","IC,LF33CDT,DPAK","ST","LF33CDT","A0434","","","","","","LF33CDT","DPAK","",""
"9deddab3-faaf-45c1-b5ec-3e773b0aec12","","","","","IC,VOLTAGE REFERENCE,2.5V,LM385-BZ-2.5,TO92","NATIONAL","LM385-BZ-2.5","A0454","","","","","","LM385-BZ-2.5","TO92","VOLTAGE REFERENCE,2.5V",""
"94e6b5b3-6c7f-4cbb-8117-131821c68cc8","","","","","IC,VOLTAGE REFERENCE,1.2V,LM385Z-1.2,TO92","NATIONAL","LM385Z-1.2","A0468","","","","","","LM385Z-1.2","TO92","VOLTAGE REFERENCE,1.2V",""
"0a9d49ec-0485-4dfd-bc71-f97acf783dfb","","","","","IC,ICL7611,DIP8","INTERSIL","ICL7611","A0437","","","","","","ICL7611","DIP8","",""
"80ae25d8-b0fe-42af-ba73-c3689a3e4320","","","","","IC,HY62256,DIP28","HYUNDAI","HY62256","A0448","","","","","","HY62256","DIP28","",""
"d2e838d9-9966-4613-9ff2-bd78758dbb0a","","","","","IC,SAM021,MODULE","ROBOTDYNE","SAM021","A0461","","","","","","SAM021","MODULE","",""
"b46dbf84-e177-4360-8432-b9bd6b497be2","","","","","IC,M48T35,DIP28","ST","M48T35","A0498","","","","","","M48T35","DIP28","",""
"c7fc0cc9-aaeb-4f25-aa0f-ad6a58d9ffcd","","","","","IC,27C256,CER28,TH","NATIONAL","27C256","A0483","","","","","","27C256","CER28","","TH"
"517a3513-f64d-4e64-88a3-266fb917e3a3","","","","","IC,OPAMP,QUAD,TL084,SO14","TI","TL084","R741","","","","","","TL084","SO14","OPAMP,QUAD",""
"7b217e71-23be-4af5-8fe5-0387256ec060","","","","","IC,LOGIC,HEX SCHMITTRIGGER NOT,SN74HC14DR,SO14","TI","SN74HC14DR","R768","","","","","","SN74HC14DR","SO14","LOGIC,HEX SCHMITTRIGGER NOT",""
"ba381214-0c73-4fb5-98be-29074b36edc3","","","","","IC,MCP73833-FCI","MICROCHIP","MCP73833-FCI","R765","","","","","","MCP73833-FCI","","",""
"121b5540-c42f-4348-afe0-88e999504b2b","","","","","IC,PCA9553,SO8","NXP","PCA9553","R759","","","","","","PCA9553","SO8","",""
"357e1cf8-cc98-4331-8e6a-7e8d6c5586e7","","","","","IC,TPS2115ADRBR","TI","TPS2115ADRBR","R748","","","","","","TPS2115ADRBR","","",""
"281dbb3c-ea38-43c5-9238-862b3dd465c7","","","","","IC,MIC23201","MICRFEL","MIC23201","R750","","","","","","MIC23201","","",""
"89d67a19-39c6-4956-9eec-c6019d1d747c","","","","","IC,MCP1501T-20E/CHY","MICROCHIP","MCP1501T-20E/CHY","R755","","","","","","MCP1501T-20E/CHY","","",""
"1ce21fae-aded-4a6d-9b39-de6a6470be16","","","","","IC,MCP4725A2T","MICROCHIP","MCP4725A2T","R769","","","","","","MCP4725A2T","","",""
"0f4c133b-74f0-401e-ba8d-70d0b353b6bc","","","","","IC,74HC14S14-13,SO14,SMD","TI","74HC14S14-13","R794","","","","","","74HC14S14-13","SO14","","SMD"
"f9c7981e-515c-47d4-8d40-7a416419ffcc","","","","","IC,AP1509-50SG-13","","AP1509-50SG-13","R795","","","","","","AP1509-50SG-13","","",""
"ea9f9ba7-fffb-434e-8c4c-ae464e476546","","","","","IC,REG-ADJ-SWITCH,MODULE","","REG-ADJ-SWITCH","A0492","","","","","","REG-ADJ-SWITCH","MODULE","",""
"170a7999-69be-4e48-8d9e-87b71576734c","","","","","IC,74HC221,DIP16,TH","TOSHIBA","74HC221","A0543, A0541","","","","","","74HC221","DIP16","","TH"
"3bfd15d4-ac81-4385-a15f-e05d0c0e3b3c","","","","","IC,TS954,DIP14,TH","ST","TS954","A0536","","","","","","TS954","DIP14","","TH"
"72efe065-e9d0-4a30-8dfc-d36358f82df8","","","","","IC,TS904,DIP16,TH","ST","TS904","A0534","","","","","","TS904","DIP16","","TH"
"85c8fd37-a55b-4960-ac1f-f8dec9cdb60f","","","","","IC,TS952,DIP16,TH","ST","TS952","A0532","","","","","","TS952","DIP16","","TH"
"e56dfda2-63a5-42f1-9697-82194f274131","","","","","IC,TS914,DIP14,TH","ST","TS914","A0535","","","","","","TS914","DIP14","","TH"
"2a4c4ad6-e73f-43a0-8580-2e44bd75b79e","","","","","IC,TS464,DIP14,TH","ST","TS464","A0537","","","","","","TS464","DIP14","","TH"
"84eb7cef-ad10-4d4c-82e8-72972ed9b318","","","","","IC,TS924,DIP14,TH","ST","TS924","A0538","","","","","","TS924","DIP14","","TH"
"04d2bd53-174e-4675-8139-6940b0584afa","","","","","IC,TS902,DIP14,TH","ST","TS902","A0539","","","","","","TS902","DIP14","","TH"
"7a72667f-0b97-4ad1-9849-b6010bfa5d81","","","","","IC,REGULATOR,LINEAR,NEGATIVE,8V,MC7908,TO220,TH","","MC7908","A0518","","","","","","MC7908","TO220","REGULATOR,LINEAR,NEGATIVE,8V","TH"
"b94f227c-f0a4-411f-a7b0-00001920f6c0","","","","","IC,LT1084,TO247,TH","","LT1084","A0512","","","","","","LT1084","TO247","","TH"
"1fd52bdc-4701-4f54-9933-a90b162e2c63","","","","","IC,NE5539,DIP14,TH","","NE5539","A0540","","","","","","NE5539","DIP14","","TH"
"e5ee9fe0-2845-4305-adef-c21a51cc8897","","","","","IC,CD74AC541,DIP20,TH","","CD74AC541","A0542","","","","","","CD74AC541","DIP20","","TH"
"e905b54d-f358-416f-9245-35b70f369037","","","","","IC,TS974,DIP14,TH","","TS974","A0533","","","","","","TS974","DIP14","","TH"
"e6a818de-ea83-45cd-9087-c859e8738ce2","","","","","IC,DISPLAY DRIVER,BARGRAPH,LM3914,DIP18,TH","NATSEMI","LM3914","A0529","","","","","","LM3914","DIP18","DISPLAY DRIVER,BARGRAPH","TH"
"077dfc8d-9b8e-405a-9ea1-e0e3f548ab4b","","","","","IC,LM614,DIP16,TH","NATSEMI","LM614","A0530","","","","","","LM614","DIP16","","TH"
"0ee42628-736e-4d9c-927b-69522be12bf1","","","","","IC,LM2931-ADJ,TO220-5,TH","NATSEMI","LM2931-ADJ","A0470","","","","","","LM2931-ADJ","TO220-5","","TH"
"857b1082-3697-4f3e-8ee6-b4fdf55200fe","","","","","IC,LM336Z-2.5,TO92,TH","NATSEMI","LM336Z-2.5","A0433","","","","","","LM336Z-2.5","TO92","","TH"
"552fd03b-3559-4025-bf9a-07f15a34bc07","","","","","IC,LM336Z-5.0,TO92,TH","NATSEMI","LM336Z-5.0","A0494","","","","","","LM336Z-5.0","TO92","","TH"
"29d6f099-adcc-4c46-abf0-d8653b45cdaa","","","","","IC,LM334,TO92,TH","NATSEMI","LM334","A0450","","","","","","LM334","TO92","","TH"
"de33a274-f92b-45b3-8949-0032c56e39e6","","","","","IC,LF351,DIP8,TH","ST","LF351","A0474","","","","","","LF351","DIP8","","TH"
"48f55525-96e0-48bd-9765-c389b10e969c","","","","","IC,OPAMP,SINGLE,BIMOS,CA3130,DIP8,TH","HARRIS","CA3130","A0460","","","","","","CA3130","DIP8","OPAMP,SINGLE,BIMOS","TH"
"8a2cb50c-bc7e-48cd-a8d3-ec73aece7150","","","","","IC,OPAMP,SINGLE,BIMOS,CA3140,DIP8,TH","HARRIS","CA3140","A0489","","","","","","CA3140","DIP8","OPAMP,SINGLE,BIMOS","TH"
"0ef5bf5e-f934-4199-ad4d-96b064cd1e23","","","","","IC,TIMING,TIMER,NE555P,DIP8,TH","TI","NE555P","A0496","","","","","","NE555P","DIP8","TIMING,TIMER","TH"
"481bcb9c-3904-4513-8bcb-c118378752df","","","","","IC,LF411,DIP8,TH","NATSEMI","LF411","A0482","","","","","","LF411","DIP8","","TH"
"4436ecd0-358a-47db-9680-a33565678461","","","","","IC,LM723,DIP14,TH","INTERSIL","LM723","A0525","","","","","","LM723","DIP14","","TH"
"168d5637-634b-4b1c-a0e3-0f445275c4aa","","","","","IC,AMPLIFIER,AUDIO,LM386,DIP8,TH","NATSEMI","LM386","A0531","","","","","","LM386","DIP8","AMPLIFIER,AUDIO","TH"
"ecaf5ac9-c236-4bcc-bf3c-60923308e876","","","","","IC,NEO-6M-0-001,MODULE BOARD UART","UBLOX","NEO-6M-0-001","A0401","","","","","","NEO-6M-0-001","MODULE BOARD UART","",""
"559e7343-207e-41b7-b3dd-1a3ea6947324","","","","","IC,NEO-6M-0-001,MODULE-BOARD SMALL UART PPS","","NEO-6M-0-001","A0401","","","","","","NEO-6M-0-001","MODULE-BOARD SMALL UART PPS","",""
"b5ad9984-afb3-4d9e-81c1-275d4f85560e","","","","","IC,NEO-6M-0-001,MODULE BOARD UART PPS","","NEO-6M-0-001","A0401","","","","","","NEO-6M-0-001","MODULE BOARD UART PPS","",""
"b2632e9e-47c8-4b90-a9d8-74b64ed34906","","","","","IC,NEO-6M-0-001,MODULE","","NEO-6M-0-001","A0401","","","","","","NEO-6M-0-001","MODULE","",""
"261e58ad-f404-401e-b7ac-2783b8792cf6","","","","","IC,LTQW COULOMB COUNTER,MODULE","LINEAR TECH","LTQW COULOMB COUNTER","A0402","","","","","","LTQW COULOMB COUNTER","MODULE","",""
"76dac565-bab8-4c51-8651-48b9ec90d018","","","","","IC,ESP-M2-E,MODULE","","ESP-M2-E","A0402","","","","","","ESP-M2-E","MODULE","",""
"0f6bdfa5-1ac8-4179-8e45-830f4331282d","","","","","IC,BME280,MODULE","BOSCH","BME280","A0402","","","","","","BME280","MODULE","",""
"dff66e44-79c9-422f-bd1d-855720fc0119","","","","","IC,GY-21P,MODULE","","GY-21P","A0402","","","","","","GY-21P","MODULE","",""
"733d5f45-1305-4205-ab11-72bb91d18211","","","","","IC,WT51822,MODULE","","WT51822","A0402","","","","","","WT51822","MODULE","",""
"3dc5fc47-942d-4693-b24c-82127625c00b","","","","","IC,APDS-9960,MODULE","","APDS-9960","A0402","","","","","","APDS-9960","MODULE","",""
"e072b001-ad50-475f-984d-74416e3a3c79","","","","","IC,M590E,MODULE","NEOWAY","M590E","A0402","","","","","","M590E","MODULE","",""
"4dc34f59-d9a8-4f06-899c-823e1000c056","","","","","IC,INA219,MODULE","","INA219","A0402","","","","","","INA219","MODULE","",""
"4a03d56a-da62-484c-a996-83688235273d","","","","","IC,D1 MINI,MODULE","WEMOS","D1 MINI","A0405","","","","","","D1 MINI","MODULE","",""
"75cd226d-bc71-4967-8f05-8b5951e0e65e","","","","","IC,ESP8266 MOD AI-THINKER,MODULE","","ESP8266 MOD AI-THINKER","A0405","","","","","","ESP8266 MOD AI-THINKER","MODULE","",""
"895efe56-4eae-45dd-b954-e049a8b0d6c6","","","","","IC,ESP-12S,MODULE","","ESP-12S","A0405","","","","","","ESP-12S","MODULE","",""
"403f73fb-78cf-4f73-9b67-dc5a88828d36","","","","","IC,ESP-12E,MODULE","","ESP-12E","A0405","","","","","","ESP-12E","MODULE","",""
"763bcc33-0395-4d81-be67-1675031a8728","","","","","IC,LP2992-1.8,SOT","","LP2992-1.8","A0407","","","","","","LP2992-1.8","SOT","",""
"57e5d47c-7ffb-4cbb-b61f-fedb97a68704","","","","","IC,MICROCONTROLLER,8-BIT,C8051F022,TQFP","","C8051F022","A0409","","","","","","C8051F022","TQFP","MICROCONTROLLER,8-BIT",""
"5f3aae72-a0ef-4b39-a141-02e4b5d7818b","","","","","IC,CY7C187,DIP,TH","","CY7C187","A0419","","","","","","CY7C187","DIP","","TH"
"5bd0a736-a51c-4ffa-99a3-8fd920b7ae65","","","","","IC,SSP1117-3.3,SOT223","","SSP1117-3.3","A0421","","","","","","SSP1117-3.3","SOT223","",""
"40ea5d96-a9c1-4f9f-972a-f53c383b9a6f","","","","","IC,AI-THINKER A7 GPS GPRS,MODULE","","AI-THINKER A7 GPS GPRS","A0392","","","","","","AI-THINKER A7 GPS GPRS","MODULE","",""
"1907b1b8-a3eb-4885-885e-c3ef83fe98e4","","","","","IC,SFM10R2,MODULE","WISOL","SFM10R2","A0393","","","","","","SFM10R2","MODULE","",""
"da3e5f5f-d2a0-42fe-99d9-bb791bf33759","","","","","IC,ESP-WROOM32,MODULE","","ESP-WROOM32","A0394","","","","","","ESP-WROOM32","MODULE","",""
"5180f108-b5d0-4b0c-9c77-cacaabf5d2ae","","","","","IC,LOGIC,QUAD,NAND2,SCHMITTTRIGGER,74HC132,DIP,TH","","74HC132","A0410","","","","","","74HC132","DIP","LOGIC,QUAD,NAND2,SCHMITTTRIGGER","TH"
"7f9c515c-fa94-495d-8a51-2bff7dd45240","","","","","IC,VOLTAGE REFERENCE,1.2V,LM385Z-1.2,TO92,TH","","LM385Z-1.2","A0403","","","","","24117","LM385Z-1.2","TO92","VOLTAGE REFERENCE,1.2V","TH"
"5c09b8ca-e62f-478a-b8ed-63d599108092","","","","","IC,LMC6062,DIP8,TH","TI","LMC6062","A0554","","","","","","LMC6062","DIP8","","TH"
"e70ee414-fca6-421d-b443-0de175f4b879","","","","","IC,LM2904,DIP8,TH","TI","LM2904","A0548","","","","","","LM2904","DIP8","","TH"
"1c29a05c-76a4-4986-a499-085f9c7ee781","","","","","IC,OPAMP,SINGLE,LF412,DIP8,TH","TI","LF412","A0547","","","","","","LF412","DIP8","OPAMP,SINGLE","TH"
"e5e97424-30b2-47bf-80d2-a7ca810c6dca","","","","","IC,74HC244,DIP20,TH","ST","74HC244","A0569","","","","","","74HC244","DIP20","","TH"
"1a2d72db-729e-42ad-af8b-ec2e0da24d0f","","","","","IC,LOGIC,HEX INVERTER,SCHMITTTRIGGER,74HC14,DIP14,TH","ON","74HC14","A0557","","","","","","74HC14","DIP14","LOGIC,HEX INVERTER,SCHMITTTRIGGER","TH"
"e2e73931-5668-46c3-8f14-6668625b4a46","","","","","IC,DQ2817A,DIP28,TH","SEEQ","DQ2817A","A0551","","","","","","DQ2817A","DIP28","","TH"
"5dd33819-bc21-4299-8664-2d9abfd7b658","","","","","IC,TC55257,DIP28,TH","TOSHIBA","TC55257","A0550","","","","","","TC55257","DIP28","","TH"
"70b1ca41-1ff5-4b52-9c2c-43e69fe2f339","","","","","IC,74HCTLS01,DIP14,TH","SAMSUNG","74HCTLS01","A0549","","","","","","74HCTLS01","DIP14","","TH"
"637705c2-e82e-4750-bfff-5dbb1d07d83e","","","","","IC,LM4041C12,TO92,TH","TI","LM4041C12","A0567","","","","","","LM4041C12","TO92","","TH"
"2a290fbb-3737-49d5-855b-5e332406c475","","","","","IC,MICROCONTROLLER,PIC16F15355,DIP,TH","MICROCHIP","PIC16F15355","A0568","","","","","","PIC16F15355","DIP","MICROCONTROLLER","TH"
"b69958c4-7057-4661-8f0b-1b6c14168c51","","","","","IC,MICROCONTROLLER,PIC16F1717,DIP40,TH","","PIC16F1717","A0552","","","","","","PIC16F1717","DIP40","MICROCONTROLLER","TH"
"dbc7da94-7b4d-4919-aa09-4f216d1be8a6","","","","","IC,LM285Z-1.2,TO92,TH","","LM285Z-1.2","A0544","","","","","","LM285Z-1.2","TO92","","TH"
"deff7787-c028-4644-bb48-379e7d0b4d44","","","","","IC,MICROCONTROLLER,PIC16F1513,DIP,TH","","PIC16F1513","A0545","","","","","","PIC16F1513","DIP","MICROCONTROLLER","TH"
"18f94452-fc18-4b93-9d6a-538a5b171ab7","","","","","IC,LOGIC,8 BIT SHIFT REGISTER,74HC4094,DIP,TH","","74HC4094","A0546","","","","","","74HC4094","DIP","LOGIC,8 BIT SHIFT REGISTER","TH"
"f5316471-3038-4299-a0b9-c9f9934a8c6e","","","","","IC,LM334Z LT65-5201,TO92,TH","LINEAR TECH","LM334Z LT65-5201","A0555","","","","","","LM334Z LT65-5201","TO92","","TH"
"c352f573-74da-4c22-9ad9-9acc5e7a3c49","","","","","IC,MICROCONTROLLER,8-BIT,C8051F022,TQFP100","SILABS","C8051F022","A0781, A0782","","","","","","C8051F022","TQFP100","MICROCONTROLLER,8-BIT",""
"ca0c7550-a775-4e77-b293-4c6ee8f055dc","","","","","IC,S89230,MSOP8","ABLIC","S89230","A0792","","","","","","S89230","MSOP8","",""
"3514ff16-ee48-4f5c-ae3a-811cff99d8d2","","","","","IC,D4364,DIP,TH","NEC","D4364","A0795","","","","","","D4364","DIP","","TH"
"6133a0d0-2209-4830-bf06-4f71088fe245","","","","","IC,LOGIC,DECODER,2:4,DUAL,74HCT139,SO16,SMD","NXP","74HCT139","A0796","","","","","","74HCT139","SO16","LOGIC,DECODER,2:4,DUAL","SMD"
"8b4dbb82-d156-4f75-83cf-11b0991e6102","","","","","IC,TRUE RMS,KEITHLEY METERS,AD536,MISC PARTS,SMD","KEITHLEY","AD536","A0799","","","","","","AD536","MISC PARTS","TRUE RMS,KEITHLEY METERS","SMD"
"438b8ee6-6b12-4987-839d-dbe4084dabe2","","","","","IC,AD542,SMD","","AD542","A0799","","","","","","AD542","","","SMD"
"1a12276d-d2c6-4d78-877a-484f47a3bae4","","","","","IC,ICL8052,TH","INTERSIL","ICL8052","A0799","","","","","","ICL8052","","","TH"
"e9faf0b0-e02c-4411-bc39-e5c46fcebb54","","","","","IC,ICL71C03,TH","","ICL71C03","A0799","","","","","","ICL71C03","","","TH"
"f73158a4-cfd5-4a09-ac8c-43d5b24bf373","","","","","IC,LM320T-12,TO220,TH","NATIONAL","LM320T-12","A0803, A0811","","","","","","LM320T-12","TO220","","TH"
"157e1f19-d9bd-4c2f-95d0-9a65fd0bfcda","","","","","IC,TL780-05,TO220,TH","","TL780-05","A0804","","","","","","TL780-05","TO220","","TH"
"c2afa334-4d64-42de-8130-8681c59e4850","","","","","IC,X17256,DIP8,TH","XILINX","X17256","A0805","","","","","","X17256","DIP8","","TH"
"4b24fdf1-8233-4e10-beed-485800a33e92","","","","","IC,MICROCONTROLLER,87C51RC24,DIP40,TH","INTEL","87C51RC24","A0806","","","","","","87C51RC24","DIP40","MICROCONTROLLER","TH"
"03f6eb55-f36a-4e26-bb75-f4d517773c1c","","","","","IC,REFERENCE ZENER WITH HEATER,LM399,TH","NATIONAL","LM399","A0807","","","","","","LM399","","REFERENCE ZENER WITH HEATER","TH"
"d0cf59f1-1df4-497b-9182-45e242eb6338","","","","","IC,TXB0106,TSSOP,SMD","TI","TXB0106","A0826","","","","","","TXB0106","TSSOP","","SMD"
"e9c1885d-96b4-4dca-b9ae-ce4ad87d64e7","","","","","IC,LOGIC,QUAD XOR2,74HC86,DIP,TH","NATIONAL","74HC86","A0929","","","","","","74HC86","DIP","LOGIC,QUAD XOR2","TH"
"255ad463-b76e-4923-b243-67644c141ee6","","","","","IC,MB88342,DIP,TH","FUJITSU","MB88342","A0930","","","","","","MB88342","DIP","","TH"
"4a5babb0-54b0-4296-95a5-bf4d3e8d4479","","","","","IC,LOGIC,QUAD,AND2,74LS08,DIP,TH","HITACHI","74LS08","A0931","","","","","","74LS08","DIP","LOGIC,QUAD,AND2","TH"
"374e1066-dcfb-4fd0-b1ef-5eccf3736d67","","","","","IC,LOGIC,QUAD,AND2,74LS08,DIP,TH","SIGNETICS","74LS08","A932","","","","","","74LS08","DIP","LOGIC,QUAD,AND2","TH"
"0765ba8e-de6d-4370-9b6c-0f0812f73747","","","","","IC,LOGIC,QUAD,AND2,74LS08,DIP,TH","FAIRCHILD","74LS08","A933","","","","","","74LS08","DIP","LOGIC,QUAD,AND2","TH"
"21fce6c8-3641-474e-ba85-baa8ae9e72e0","","","","","IC,ADC,8BIT,8 CHANNEL,MX7828,SMD","MAXIM","MX7828","A0920","","","","","","MX7828","","ADC,8BIT,8 CHANNEL","SMD"
"6f64c139-1f4e-4bcc-b381-2b0d81cf66cf","","","","","IC,LOGIC,LATCH*8,74F373,SMD","TI","74F373","A0921","","","","","","74F373","","LOGIC,LATCH*8","SMD"
"2eb773d3-0154-4770-a60f-90cc9543c8a6","","","","","IC,LOGIC,HEX INVERTER,SCHMITTTRIGGER,74HC14,SMD","ST","74HC14","A0922","","","","","","74HC14","","LOGIC,HEX INVERTER,SCHMITTTRIGGER","SMD"
"51280d94-867f-4792-8b11-5d0596e265d5","","","","","IC,74HC02,SMD","ST","74HC02","A0923","","","","","","74HC02","","","SMD"
"e143675f-b91d-435b-abaa-36217d801afd","","","","","IC,CY7C128,SMD","CYPRESS","CY7C128","A0924","","","","","","CY7C128","","","SMD"
"2f5ae77f-23c5-4f7d-b29f-ee86fd454c8e","","","","","IC,L487,SMD","ST","L487","A0925","","","","","","L487","","","SMD"
"118b4554-793a-44cb-86ab-19ac202ccddf","","","","","IC,ADC,8BIT,8 CHANNEL,MX7828,SMD","MAXIM","MX7828","A0926","","","","","","MX7828","","ADC,8BIT,8 CHANNEL","SMD"
"6065b449-5967-470f-a0fb-c0aba4a7829e","","","","","IC,LOGIC,QUAD,AND2,74LS08,SMD","SIGNETICS","74LS08","A941","","","","","","74LS08","","LOGIC,QUAD,AND2","SMD"
"e7b2da74-d1f4-4233-884d-0d7586bbf7da","","","","","IC,OPAMP,QUAD,TL084,SMD","ST","TL084","A942","","","","","","TL084","","OPAMP,QUAD","SMD"
"4da003ff-1849-4c52-82a5-bb8fb19d2581","","","","","IC,CYK1202,SMD","SONY","CYK1202","A943","","","","","","CYK1202","","","SMD"
"bc14b7a0-f744-4824-b85b-14359ae395c2","","","","","IC,LOGIC,COMPARATOR 8-BIT,74HC688,SMD","ST","74HC688","A944","","","","","","74HC688","","LOGIC,COMPARATOR 8-BIT","SMD"
"99f1abb1-2303-4380-a058-263b597784de","","","","","IC,74HC08,SMD","ST","74HC08","A945","","","","","","74HC08","","","SMD"
"b89b1bed-bba4-4944-aa49-ba11d3d50c6c","","","","","IC,LOGIC,QUAD XOR2,74HC86,SMD","NATIONAL","74HC86","A946","","","","","","74HC86","","LOGIC,QUAD XOR2","SMD"
"e29cfad3-05b8-4a00-a1a9-bb6a12568837","","","","","IC,LOGIC,COMPARATOR 8-BIT,74HC688,SMD","ST","74HC688","A947","","","","","","74HC688","","LOGIC,COMPARATOR 8-BIT","SMD"
"f00c4bac-83d2-40f8-b0a9-7a3f40740ce7","","","","","IC,74HC20,SMD","ST","74HC20","A934","","","","","","74HC20","","","SMD"
"043156e0-8766-45ed-8bb1-d11032e91cec","","","","","IC,LOGIC,ANALOG MUX 1:2 TRIPLE,CD4053,SMD","HARRIS","CD4053","A935","","","","","","CD4053","","LOGIC,ANALOG MUX 1:2 TRIPLE","SMD"
"4799774f-c2a8-4a64-b556-e10887a87885","","","","","IC,2732,SMD","INTEL","2732","A936","","","","","","2732","","","SMD"
"c083e18e-da68-48e3-888c-014a68341b90","","","","","IC,74HC4053,SMD","HARRIS","74HC4053","A937","","","","","","74HC4053","","","SMD"
"d0a10bda-af0d-4605-87f5-f2dfe380da3b","","","","","IC,74F174,SMD","SIGNETICS","74F174","A938","","","","","","74F174","","","SMD"
"1cd34ba1-4d35-4fe3-8575-12ac169d4855","","","","","IC,ADC,8BIT,8 CHANNEL,MX7828,SMD","MAXIM","MX7828","A939","","","","","","MX7828","","ADC,8BIT,8 CHANNEL","SMD"
"18f40af4-adf0-4654-87d9-c1fb32e790f1","","","","","IC,LOGIC,BUS TRANSCEIVER,74HCT245,SMD","PHILIPS","74HCT245","A940","","","","","","74HCT245","","LOGIC,BUS TRANSCEIVER","SMD"
"522f472b-835e-46b1-b0d7-c12c7eef45cf","","","","","IC,LOGIC,DECODER,74F138,SMD","SIGNETICS","74F138","A938","","","","","","74F138","","LOGIC,DECODER","SMD"
"f660c4e2-9c8a-4a80-b0e1-3f6ad9d1a70c","","","","","IC,DG613,SMD","SILICONIX","DG613","A955","","","","","","DG613","","","SMD"
