"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","JAMECO","GenericName","Package","ICtype","Mounting"
"3eebb1d3-ce60-42c7-ba80-7b2faef7f52f","","","","","IC,LOGIC,HEX INVERTER,SCHMITTTRIGGER,74HC14,SMD","ST","74HC14","A956","","","","","","74HC14","","LOGIC,HEX INVERTER,SCHMITTTRIGGER","SMD"
"34d2b78b-f49c-4a41-b9ba-6f69d5121d26","","","","","IC,74HC08,SMD","ST","74HC08","A957","","","","","","74HC08","","","SMD"
"a7e0ace9-8c54-4fba-a558-a2368b834ac0","","","","","IC,LOGIC,QUAD,AND2,74LS08,SMD","FAIRCHILD","74LS08","A958","","","","","","74LS08","","LOGIC,QUAD,AND2","SMD"
"0b34bb38-9aa1-4b47-8c18-9065f50576bb","","","","","IC,MAX202,SMD","MAXIM","MAX202","A959","","","","","","MAX202","","","SMD"
"b6c36317-ceb3-4888-a9b5-87fa924a92f3","","","","","IC,74HC4051,SMD","HARRIS","74HC4051","A960","","","","","","74HC4051","","","SMD"
"8b6f475b-c80f-4268-b40d-96c45fdcfff5","","","","","IC,AD1826,SMD","ANALOG DEVICES","AD1826","A961","","","","","","AD1826","","","SMD"
"6d734106-04bc-4a36-a721-1b2007725e8e","","","","","IC,DIGITAL FILTER,64TAP,CXK1202S,SMD","SONY","CXK1202S","A948","","","","","","CXK1202S","","DIGITAL FILTER,64TAP","SMD"
"32948002-9693-4893-a2bc-9c4f48079fd2","","","","","IC,LOGIC,D-FLIPFLOP*8,74HCT374,SMD","NATIONAL SEMICONDUCTOR","74HCT374","A949","","","","","","74HCT374","","LOGIC,D-FLIPFLOP*8","SMD"
"be41d7fc-443d-4a5f-98d0-16410b56be71","","","","","IC,LOGIC,QUAD,AND2,74LS08,SMD","TI","74LS08","A950","","","","","","74LS08","","LOGIC,QUAD,AND2","SMD"
"6d822b37-42d8-4b22-9522-aa49cc5b6453","","","","","IC,HCF4013,SMD","ST","HCF4013","A951","","","","","","HCF4013","","","SMD"
"97e99366-568c-46fc-b588-bea10e1ea635","","","","","IC,LOGIC,DECODER,3:8,74HCT138,SMD","PHILIPS","74HCT138","A952","","","","","","74HCT138","","LOGIC,DECODER,3:8","SMD"
"068d88fb-e372-4b57-a760-ce19ec0ee2d4","","","","","IC,74LS590,SMD","TI","74LS590","A953","","","","","","74LS590","","","SMD"
"f292bf04-583f-421f-8c70-e5ac33417d2c","","","","","IC,CY7C187,SMD","CYPRESS","CY7C187","A954","","","","","","CY7C187","","","SMD"
"b5077cf6-ae60-4936-a6a1-c52cd9c28c9e","","","","","IC,80C517,SMD","SIEMENS","80C517","A969","","","","","","80C517","","","SMD"
"6c9eeeef-8554-4e6e-aee7-b1a3ad8a3714","","","","","IC,LOGIC,QUAD,AND2,74LS08,SMD","HITACHI","74LS08","A970","","","","","","74LS08","","LOGIC,QUAD,AND2","SMD"
"89844f06-37dc-4863-939f-7d0af70c96eb","","","","","IC,LOGIC,QUAD,AND2,74LS08,SMD","TI","74LS08","A971","","","","","","74LS08","","LOGIC,QUAD,AND2","SMD"
"182dc244-1ec1-43fd-af83-f3e574872661","","","","","IC,LOGIC,COMPARATOR 8-BIT,74HC688,SMD","ST","74HC688","A972","","","","","","74HC688","","LOGIC,COMPARATOR 8-BIT","SMD"
"ffabd69c-c92b-4588-939e-a8b3c77a4a5e","","","","","IC,LOGIC,QUAD,AND2,74LS08,SMD","TI","74LS08","A973","","","","","","74LS08","","LOGIC,QUAD,AND2","SMD"
"893323b7-c65f-4098-8e50-04af66007a7b","","","","","IC,LF411,SMD","NATIONAL SEMICONDUCTOR","LF411","A974","","","","","","LF411","","","SMD"
"53c95b60-d11a-4f71-b6a6-801edac8bbab","","","","","IC,DIGITAL FILTER,64TAP,CXK1202,SMD","SONY","CXK1202","A975","","","","","","CXK1202","","DIGITAL FILTER,64TAP","SMD"
"40ebcf5f-b1f0-49f5-aa11-d5da4257dbfc","","","","","IC,AMPLIFIER,AUDIO,LM386N-1,TH","NATIONAL SEMICONDUCTOR","LM386N-1","A976","","","","","","LM386N-1","","AMPLIFIER,AUDIO","TH"
"45432a36-fdf5-4572-ba89-ec7c7f5e4d24","","","","","IC,ADG211,TH","ANALOG DEVICES","ADG211","A977","","","","","","ADG211","","","TH"
"7f2167ae-2df1-4e29-9cb5-42d24187574a","","","","","IC,74HCT32,TH","PHILIPS","74HCT32","A978","","","","","","74HCT32","","","TH"
"161bd7a7-60f2-4f34-af9f-be22063be10b","","","","","IC,74HCT74,TH","TI","74HCT74","A979","","","","","","74HCT74","","","TH"
"5f80877d-7bb1-4d39-84f4-fba85b40b8b8","","","","","IC,27C4001,SMD","ST","27C4001","A980","","","","","","27C4001","","","SMD"
"a577bcc7-8935-4745-84d7-ac437e00dca0","","","","","IC,LOGIC,ANALOG MUX 1:4,DUAL,CD4052,TH","RCA","CD4052","A981","","","","","","CD4052","","LOGIC,ANALOG MUX 1:4,DUAL","TH"
"7eb72105-6ef3-4263-9ef7-5f7852551b85","","","","","IC,AD1826,TH","ANALOG DEVICES","AD1826","A982","","","","","","AD1826","","","TH"
"0f2a10ea-0cf5-4bf8-b72d-a8e97c4a54c0","","","","","IC,SAA1043,TH","PHILIPS","SAA1043","A983","","","","","","SAA1043","","","TH"
"19cc7d46-5a55-4eb1-8aa2-80dfce5e8081","","","","","IC,MEMORY,SRAM,8464,TH","FUJITSU","8464","A984","","","","","","8464","","MEMORY,SRAM","TH"
"e7574c13-a0a4-4b3d-9159-2d5a92e322e8","","","","","IC,CY7C291,TH","CYPRESS","CY7C291","A0985","","","","","","CY7C291","","","TH"
"98480f52-12d4-48f8-a923-a802f507fcde","","","","","IC,LH5168,TH","SHARP","LH5168","A0986","","","","","","LH5168","","","TH"
"f79cd16f-5b06-4a49-941c-803ed988e9de","","","","","IC,X2804,TH","XICOR","X2804","A0987","","","","","","X2804","","","TH"
"47a568f5-1cac-48de-acfd-28dfacd20e35","","","","","IC,LOGIC,LATCH*8,74HC573,SMD","ST","74HC573","A0989","","","","","","74HC573","","LOGIC,LATCH*8","SMD"
"05d6833d-11f2-4d6d-9e8d-284eab544665","","","","","IC,AD876,SMD","ANALOG DEVICES","AD876","A0991","","","","","","AD876","","","SMD"
"ac6ac2d1-66ec-4add-9cb6-b8b0ac53951f","","","","","IC,74LV273,SMD","NXP","74LV273","A0992","","","","","","74LV273","","","SMD"
"7f23fa37-e79e-439e-8886-2303bb92d0f2","","","","","IC,MAX4053,SMD","MAXIM","MAX4053","A0993","","","","","","MAX4053","","","SMD"
"a8fa9e52-31d6-46f5-ab4c-1b089ac4e0f9","","","","","IC,74ABT827,SMD","TI","74ABT827","A0994","","","","","","74ABT827","","","SMD"
"9a42d64a-802c-4aa2-9901-0751a833c10e","","","","","IC,LOGIC,QUAD XOR2,74HC86,SMD","NATIONAL SEMICONDUCTOR","74HC86","A0997","","","","","","74HC86","","LOGIC,QUAD XOR2","SMD"
"030df148-8ace-493f-9f6e-553e7e9f2c3f","","","","","IC,MAX4053","MAXIM","MAX4053","A0998","","","","","","MAX4053","","",""
"41ce14be-36cf-477a-9aba-d546a15d9c43","","","","","IC,MIC2505","MICREL","MIC2505","A0999","","","","","","MIC2505","","",""
"39196707-2f6a-49c0-82d0-7e0f15f8f2c2","","","","","IC,74LV541,SMD","TI","74LV541","A1001","","","","","","74LV541","","","SMD"
"ad5ab550-ecc5-4181-8a30-e64603e95168","","","","","IC,TDA8709","NXP","TDA8709","A1002","","","","","","TDA8709","","",""
"6bd120db-ebf3-433c-97e8-1a546e9cc8b5","","","","","IC,PCF8576","NXP","PCF8576","A1003","","","","","","PCF8576","","",""
"fddcd177-3dc1-48e8-bae7-8fd850ea4639","","","","","IC,PA19","APEX","PA19","A1005","","","","","","PA19","","",""
"c0d0da6e-fc48-4e6b-b7c7-8602cdddf1ad","","","","","IC,74ABT541,SMD","TI","74ABT541","A1007","","","","","","74ABT541","","","SMD"
"b9943d9d-0a11-4e13-8f2b-8f8d26ac7c68","","","","","IC,SN75158","TI","SN75158","A1008","","","","","","SN75158","","",""
"925f2eb2-5901-4df6-b7ca-7e60fe33a6ea","","","","","IC,74LS292,SMD","TI","74LS292","A1009","","","","","","74LS292","","","SMD"
"5fa83f8b-5b2d-4f7d-a4bf-3011bfa8eeff","","","","","IC,OPAMP,DUAL,CURRENT FEEDBACK,AD812,SMD","ANALOG DEVICES","AD812","A1010","","","","","","AD812","","OPAMP,DUAL,CURRENT FEEDBACK","SMD"
"ad2bce27-7987-449c-8e9c-259916b7930b","","","","","IC,L78L05,TO92,TH","","L78L05","A1047","","","","","","L78L05","TO92","","TH"
"c1d1f91c-be8a-4f49-9ced-2a90049e9953","","","","","IC,XC9536,PLCC","XILINX","XC9536","A1048","","","","","","XC9536","PLCC","",""
"2f9d9bc7-7a29-4c8d-a113-5192d74b1baa","","","","","IC,LM2596-5.5","NATIONAL","LM2596-5.5","A1049","","","","","","LM2596-5.5","","",""
"70d9b226-4c85-46ec-bf75-dffcabbe6852","","","","","IC,39F010,SMD","SST","39F010","A1050","","","","","","39F010","","","SMD"
"784acb3f-418f-4f93-898a-9a5751de20e3","","","","","IC,MIC29150","MICREL","MIC29150","A1051","","","","","","MIC29150","","",""
"62683c48-2b47-40fb-925c-cc7043696bf3","","","","","IC,P89C738","NXP","P89C738","A1052","","","","","","P89C738","","",""
"44346565-3635-4c5d-abcb-04b6cca43d3e","","","","","IC,39VF010,SMD","SST","39VF010","A1054","","","","","","39VF010","","","SMD"
"6a9c3538-4d2c-4337-b7a1-48c390c4a32f","","","","","IC,SRAM,PARALLEL,128*8,20NS,CY7C109-20,SO28,SMD","CYPRESS","CY7C109-20","A1055","","","","","","CY7C109-20","SO28","SRAM,PARALLEL,128*8,20NS","SMD"
"da3bcb03-800d-45f7-8f47-07e4fc247ed2","","","","","IC,74HC4053,SMD","NATIONAL","74HC4053","A1056","","","","","","74HC4053","","","SMD"
"1e546d84-0de9-4200-b589-233bc2797887","","","","","IC,CXK581020J-35,SMD","SONY","CXK581020J-35","A1058","","","","","","CXK581020J-35","","","SMD"
"cbacdb59-25a5-48ac-a381-ffba02f507c1","","","","","IC,D485505G-25","NEC","D485505G-25","A1059","","","","","","D485505G-25","","",""
"7d606f36-b081-4ef3-a7d4-03d3eaae3edd","","","","","IC,LOGIC,QUAD,NAND2,74HC00,SMD","NATIONAL SEMI","74HC00","A1060","","","","","","74HC00","","LOGIC,QUAD,NAND2","SMD"
"159b8345-d467-408d-87d2-b9c074d0fe15","","","","","IC,1NB4-5003,SMD","HP","1NB4-5003","A1061","","","","","","1NB4-5003","","","SMD"
"2fffde99-453c-4f7d-9b0b-943320232958","","","","","IC,CA3450,DIP,TH","RCA","CA3450","A1062","","","","","","CA3450","DIP","","TH"
"0b6cf88a-2e5a-49d9-b607-53500fce2967","","","","","IC,LOGIC,QUAD NOR2,74LS02,DIP,TH","ST","74LS02","A1063","","","","","","74LS02","DIP","LOGIC,QUAD NOR2","TH"
"9970e8dc-5953-445f-a124-4a25c6e6436b","","","","","IC,74ABT541,SMD","FAIRCHILD","74ABT541","A1064","","","","","","74ABT541","","","SMD"
"32315164-a676-4055-a935-b22d06474160","","","","","IC,87LPC768BD,SMD","NCP","87LPC768BD","A1065","","","","","","87LPC768BD","","","SMD"
"06a05534-8eab-48b2-beaf-0bc2c2121bf6","","","","","IC,74F541,SMD","TI","74F541","A1066","","","","","","74F541","","","SMD"
"5b79fbd5-b892-44f1-b7e1-80e55b54ceff","","","","","IC,W24257,DIP,TH","WINBOND","W24257","A1068","","","","","","W24257","DIP","","TH"
"9e236380-05ea-42c0-a3ab-0c3128bc12cf","","","","","IC,MEMORY,PARALLEL,EPROM,AT27C512,DIP,TH","ATMEL","AT27C512","A1069","","","","","","AT27C512","DIP","MEMORY,PARALLEL,EPROM","TH"
"ab57bf81-5a29-41ec-8b88-880e602d23b2","","","","","IC,COMPARATOR,QUAD,CA339,DIP,TH","RCA","CA339","A1070","","","","","","CA339","DIP","COMPARATOR,QUAD","TH"
"5a3f3ded-d6f1-47b1-9e6d-f895f058383c","","","","","IC,CXK58101J-35,SMD,SMD","SONY","CXK58101J-35","A1071","","","","","","CXK58101J-35","SMD","","SMD"
"587cd793-eb25-4d16-a4e3-1ce17c953c2e","","","","","IC,29EE020,SMD,SMD","SST","29EE020","A1072","","","","","","29EE020","SMD","","SMD"
"166fcb90-c182-423b-929f-a95c1e79603d","","","","","IC,LT1012CN8,DIP,TH","LINEAR TECHNOLOGIES","LT1012CN8","A1073","","","","","","LT1012CN8","DIP","","TH"
"f48b29fa-54c4-4275-839c-2c4f9c308e71","","","","","IC,P89C51RD+1A,PLCC","NXP","P89C51RD+1A","A1075","","","","","","P89C51RD+1A","PLCC","",""
"8eac91a5-80a8-44bd-a8c5-1406838313e0","","","","","IC,SRAM,PARALLEL,128*8,35NS,CY7C109-35VC,SPJ32O,SMD","CYPRESS","CY7C109-35VC","A1076","","","","","","CY7C109-35VC","SPJ32O","SRAM,PARALLEL,128*8,35NS","SMD"
"1172607f-1368-48bc-9496-79e4dd40069b","","","","","IC,39VF010,SMD,SMD","SST","39VF010","A1077","","","","","","39VF010","SMD","","SMD"
"02fc1af1-96dd-4ec0-9c55-88ce51597747","","","","","IC,LT1086CD-ADJ,SMD","LINEAR TECHNOLOGIES","LT1086CD-ADJ","A1078,A1079","","","","","","LT1086CD-ADJ","SMD","",""
"bfbe748d-7190-4946-b84f-076655e0f53d","","","","","IC,SRAM,PARALLEL,128*8,20NS,CY7C109-20VC,SOJ32,SMD","CYPRESS","CY7C109-20VC","A1081","","","","","","CY7C109-20VC","SOJ32","SRAM,PARALLEL,128*8,20NS","SMD"
"50e1a88c-df7b-4dc2-81a2-a6de73c85d49","","","","","IC,74HC20,DIP,SMD","TI","74HC20","A1083","","","","","","74HC20","DIP","","SMD"
"4b5ba933-ccc4-4f08-acbf-6f54fb5d84ea","","","","","IC,74F04,SMD,SMD","MOTOROLA","74F04","A1084","","","","","","74F04","SMD","","SMD"
"f2e61a43-967d-41de-8102-a79043b3b7ef","","","","","IC,OPAMP,SINGLE,AD8542,SO8","ANALOG DEVICES","AD8542","A1085","","","","","","AD8542","SO8","OPAMP,SINGLE",""
"f476f70e-8f96-465a-b6b0-cbe2ee0595a3","","","","","IC,SRAM,PARALLEL,32K*8,15NS,IDT71256,SO28","IDT","IDT71256","A1086","","","","","","IDT71256","SO28","SRAM,PARALLEL,32K*8,15NS",""
"c3a24d83-9ee7-4acc-ab40-206b6c76b76a","","","","","IC,SRAM,PARALLEL,32K*8,80NS,KM62256,SO28","SAMSUNG","KM62256","A1092","","","","","","KM62256","SO28","SRAM,PARALLEL,32K*8,80NS",""
"21e51b3e-148d-49cc-85a4-bf03198ee418","","","","","IC,EEPROM,MICROWIRE,93C46M8,SO8,SMD","FAIRCHILD","93C46M8","A1093","","","","","","93C46M8","SO8","EEPROM,MICROWIRE","SMD"
"cc5052f6-51dc-49e2-af1b-109dff985cf0","","","","","IC,OPAMP,DUAL,TL072C,SO8","TI","TL072C","A1097","","","","","","TL072C","SO8","OPAMP,DUAL",""
"27e7f636-ca32-4c77-83ec-48c76126aa5f","","","","","IC,74ACT08,SO14,SMD","TI","74ACT08","A1098","","","","","","74ACT08","SO14","","SMD"
"75956eff-cacc-4fde-95d2-0b0c012ac566","","","","","IC,74ALS38,SO14,SMD","TI","74ALS38","A1099","","","","","","74ALS38","SO14","","SMD"
"045db98a-9110-4a94-b9c3-f1ff9aafb47c","","","","","IC,MIC33269-3.3,DPAK","MICREL","MIC33269-3.3","A1100","","","","","","MIC33269-3.3","DPAK","",""
"e7f95cb3-8d83-441f-be3a-fc25f54e1579","","","","","IC,EEPROM,MICROWIRE,93C46,SO8,SMD","ATMEL","93C46","A1101","","","","","","93C46","SO8","EEPROM,MICROWIRE","SMD"
"9ec0cb4d-d957-4241-9e9b-800fae872aed","","","","","IC,74HC138","TI","74HC138","A1178","","","","","","74HC138","","",""
"1e14a183-b642-43d1-92f3-2aba22dbf289","","","","","IC,LM393,TO100","NATIONAL","LM393","A1174","","","","","","LM393","TO100","",""
"f386027e-ece8-4366-9f19-19ca8d133fb5","","","","","IC,LM358","NATIONAL","LM358","A1173","","","","","","LM358","","",""
"676bc85f-ab3e-4865-9b5f-5c7d6c77e346","","","","","IC,74AHCT14","TI","74AHCT14","A1165","","","","","","74AHCT14","","",""
"d99ce4ef-6a2c-4501-8ea1-a10f3d98b597","","","","","IC,74HC4053","TI","74HC4053","A1164","","","","","","74HC4053","","",""
"c3950517-105b-45a0-965d-671418554800","","","","","IC,LM555,TO100,TH","NATIONAL","LM555","A1163","","","","","","LM555","TO100","","TH"
"7e810e8e-374a-4432-875c-7e5444772c56","","","","","IC,MM74HC540","FAIRCIHLD","MM74HC540","A1159","","","","","","MM74HC540","","",""
"4ac13186-6257-4796-aa63-921185a7f790","","","","","IC,74ACT244","TI","74ACT244","A1156","","","","","","74ACT244","","",""
"a00ce4de-c4ad-46b9-8d4d-53b5d0b4a62c","","","","","IC,MM5452V","NATIONAL SEMICONDUCTOR","MM5452V","A1152","","","","","","MM5452V","","",""
"6bf66fd1-1b7b-4f19-bd87-2aabf906245f","","","","","IC,LM393,DIP8","ST","LM393","A1150","","","","","","LM393","DIP8","",""
"dba15179-47b3-4512-a377-139f750b7ffe","","","","","IC,39VF512","SST","39VF512","A1149","","","","","","39VF512","","",""
"c6d519f4-4791-4b5e-b9c9-a003b3750cbf","","","","","IC,MC33064-5,TO92","MOTOROLA","MC33064-5","A1148","","","","","","MC33064-5","TO92","",""
"88771a18-f436-43c7-9ea9-59df27d5b2fc","","","","","IC,XC2VP50,BGA1152,SMD","XILINX","XC2VP50","A1146","","","","","","XC2VP50","BGA1152","","SMD"
"894b08a0-6dd6-4bcd-b22f-11dc525763d8","","","","","IC,IDT71024-S20Y,SMD","IDT","IDT71024-S20Y","A1145","","","","","","IDT71024-S20Y","","","SMD"
"d4bbdc09-226e-4b10-9dc0-a96d975dfa73","","","","","IC,ICL7107,TQP44,SMD","INTERSIL","ICL7107","A1144","","","","","","ICL7107","TQP44","","SMD"
"5b98003d-0607-44c9-adaa-c19ad0a485eb","","","","","IC,MB81C78A-35,SMD","FJITSU","MB81C78A-35","A1140","","","","","","MB81C78A-35","","","SMD"
"49ac0ad9-61a7-46a3-90cf-f5140be78595","","","","","IC,MIC33269-3.3,SMD","MICREL","MIC33269-3.3","A1135","","","","","","MIC33269-3.3","","","SMD"
"44cd21f0-06d5-477c-bab2-2dc9c9c4ffbf","","","","","IC,CXK58257-10L,SMD","SONY","CXK58257-10L","A1134","","","","","","CXK58257-10L","","","SMD"
"7cc162a9-6f3b-4cc1-997d-363d8110f421","","","","","IC,LT1587-3.3,SMD","","LT1587-3.3","A1133","","","","","","LT1587-3.3","","","SMD"
"78c75a5b-2913-4f04-bbbc-b6f693ea13d1","","","","","IC,7812,SMD","TI","7812","A1128","","","","","","7812","","","SMD"
"e6e13a2c-ce18-4bb4-930b-3054aedcf9b4","","","","","IC,AD711,SMD","","AD711","A1120","","","","","","AD711","","","SMD"
"5b5f36c2-b3e5-4145-a7f2-5079c3399b17","","","","","IC,74HCT4053,SMD","TI","74HCT4053","A1118","","","","","","74HCT4053","","","SMD"
"2850d489-0e04-4667-9a3e-8dc845a4ba85","","","","","IC,74HCT02,SMD","ST","74HCT02","A1117","","","","","","74HCT02","","","SMD"
"4626e309-5e4c-4dbc-9797-d6823dcbdf7e","","","","","IC,LM78L05,TH","","LM78L05","A1113","","","","","","LM78L05","","","TH"
"fc0596f5-5097-4cf3-9752-a5e8dede29cd","","","","","IC,74VC04,SMD","","74VC04","A1107","","","","","","74VC04","","","SMD"
"4eca1377-e5cc-4df2-901d-22a340e92018","","","","","IC,93C46,TH","ST","93C46","A1106","","","","","","93C46","","","TH"
"730fccc6-f145-4d9a-ae2a-cc9c946d6465","","","","","IC,CP2102,SMD","","CP2102","A1105","","","","","","CP2102","","","SMD"
"f5cdaf66-f473-464b-9b95-d21eddd2d40c","","","","","IC,74HCT4051,SMD","TI","74HCT4051","A1103","","","","","","74HCT4051","","","SMD"
"17e40eb9-c441-4605-b274-cfc24b21976b","","","","","IC,M5M5256,SMD","MITSUBISHI","M5M5256","A1102","","","","","","M5M5256","","","SMD"
"936cccfe-c67d-4a52-894c-6c1313232027","","","","","IC,74F14,SMD","TI","74F14","A1179","","","","","","74F14","","","SMD"
"0638d7bb-cb57-4243-8a4c-84bd937e561f","","","","","IC,74HC86,SMD","TI","74HC86","A1180","","","","","","74HC86","","","SMD"
"e9a48548-d3b5-4a9b-a902-5976d32166f8","","","","","IC,74LS14,DIP,TH","TI","74LS14","A1210","","","","","","74LS14","DIP","","TH"
"b7ef8a7e-b7c0-4571-af1f-673a56fad281","","","","","IC,74HCT74,DIP,TH","TI","74HCT74","A1213","","","","","","74HCT74","DIP","","TH"
"22e93ab9-bda6-461a-b63b-ce68fdd36f97","","","","","IC,74LS00,DIP14,TH","TI","74LS00","A1216","","","","","","74LS00","DIP14","","TH"
"ef82a5f0-e33e-4815-895e-38bc5033a086","","","","","IC,LMC555,DIP8,TH","NATIONAL","LMC555","A1217","","","","","","LMC555","DIP8","","TH"
"c6bfac12-c394-48e7-a3de-9a28aa75e1e9","","","","","IC,DAC800,DIP,TH","NATIONAL","DAC800","A1219","","","","","","DAC800","DIP","","TH"
"5cf8757d-4f89-4147-9177-73bbe84bae21","","","","","IC,ULN2003,SO16,SMD","","ULN2003","A1223","","","","","","ULN2003","SO16","","SMD"
"f14d7433-2288-4f69-be08-a69921dcd2cc","","","","","IC,LM3900,DIP,TH","","LM3900","A1226","","","","","","LM3900","DIP","","TH"
"5f4e30d9-6ee3-449b-bb35-8949e4eb949c","","","","","IC,ADG211,DIP,TH","","ADG211","A1227","","","","","","ADG211","DIP","","TH"
"e4a757de-0f39-4c38-8067-6f89951728c9","","","","","IC,27C512 OTP,DIP","","27C512 OTP","A1233","","","","","","27C512 OTP","DIP","",""
"714e5774-bb92-4240-bdc1-07e9af71c113","","","","","IC,74ALVCH16244","IDT","74ALVCH16244","A1235","","","","","","74ALVCH16244","","",""
"7f4c396f-001e-4107-bc75-dd9fc8f177bd","","","","","IC,LT1374HV,D2PAK","","LT1374HV","A1237","","","","","","LT1374HV","D2PAK","",""
"bb3e5baf-d358-46ae-9126-5fc0e3397ebc","","","","","IC,LM339,DIP8","RAYTHEON","LM339","A1238","","","","","","LM339","DIP8","",""
"1e52e6f8-9663-48f7-9c19-1a9647f459bf","","","","","IC,74HCT541,DIP","ST","74HCT541","A1241","","","","","","74HCT541","DIP","",""
"1bb07c45-2cb2-4d64-a972-4db70ef2cf13","","","","","IC,74HC688,DIP","ST","74HC688","A1245","","","","","","74HC688","DIP","",""
"20f24b05-8e4c-4a75-92a5-eeb6180a224e","","","","","IC,HEF4028","","HEF4028","A1248","","","","","","HEF4028","","",""
"6f189210-8cd1-4509-9ead-6e65a8409fe0","","","","","IC,74LS02,DIP","","74LS02","A1249","","","","","","74LS02","DIP","",""
"560c5768-0476-4123-a857-9f8d7466fa12","","","","","IC,87C751,DIP","","87C751","A1252","","","","","","87C751","DIP","",""
"4e43ffb0-ba35-48e2-b97e-14ad9b8099de","","","","","IC,ICL71C03,DIP","","ICL71C03","A1253","","","","","","ICL71C03","DIP","",""
"25b5041a-73e7-45e7-b124-9700b8f00147","","","","","IC,EPM1270,TQFP144","ALTERA","EPM1270","A1254","","","","","","EPM1270","TQFP144","",""
"c9d628a8-5571-4db5-8ce7-3daabe2c4fb0","","","","","IC,LM201,TO99","","LM201","A1255","","","","","","LM201","TO99","",""
"f7f796c1-e6e1-4ed0-9828-8f1a00f7e382","","","","","IC,CD4013,SO14","","CD4013","A1258","","","","","","CD4013","SO14","",""
"460d481f-68c7-4d62-9178-ddbef7b60829","","","","","IC,74F74","","74F74","A1263","","","","","","74F74","","",""
"3c65ca08-2c35-43c3-a0fe-b1fa55f87ce5","","","","","IC,LF355","","LF355","A1264","","","","","","LF355","","",""
"2e96f954-a427-4606-8545-817ff4adfccf","","","","","IC,87C751,DIP","","87C751","A1267","","","","","","87C751","DIP","",""
"7d490661-b13d-465b-a1ed-cc57f227ac21","","","","","IC,LM339,DIP","ST","LM339","A1268","","","","","","LM339","DIP","",""
"264f8860-4b56-4ff8-9aa8-4a52f9045883","","","","","IC,74LS593,DIP","TI","74LS593","A1273","","","","","","74LS593","DIP","",""
"d4642530-ecf9-40c4-b9e7-7f24a864878e","","","","","IC,CD4011","","CD4011","A1274","","","","","","CD4011","","",""
"40943886-79a9-4f29-bf44-a8378547f21f","","","","","IC,74F138,DIP","","74F138","A1278","","","","","","74F138","DIP","",""
"b20233ef-5e2a-4d8d-bde6-bf8ca1dcf377","","","","","IC,74HCT573","","74HCT573","A1280","","","","","","74HCT573","","",""
"4aac16c6-3ec4-4ab9-9975-cf5b99049861","","","","","IC,74F174,DIP","","74F174","A1282","","","","","","74F174","DIP","",""
"6f396e20-b2a3-4362-882a-a24338e958f6","","","","","IC,74HC573","","74HC573","A1284","","","","","","74HC573","","",""
"1dd30bb8-62d7-4801-9518-277fa675d54b","","","","","IC,DS1267-10","","DS1267-10","A1285","","","","","","DS1267-10","","",""
"a8fb5494-454f-4d90-8bb6-9a0e8be54a88","","","","","IC,W24257A-35,DIP","","W24257A-35","A1286","","","","","","W24257A-35","DIP","",""
"d050ff3f-3d08-431c-a544-e06ec3183cc7","","","","","IC,CA339,DIP","","CA339","A1291","","","","","","CA339","DIP","",""
"04a8b9c4-4c92-4225-82cb-19682f2d2b58","","","","","IC,74LS02,DIP","","74LS02","A1293","","","","","","74LS02","DIP","",""
"2c48ea01-b055-4fea-a968-8641bb62e194","","","","","IC,74HCT574,DIP","","74HCT574","A1298","","","","","","74HCT574","DIP","",""
"b31f1c0f-d6b5-4d83-996d-37da9dcfcbb7","","","","","IC,LT1308","","LT1308","A1306","","","","","","LT1308","","",""
"3517247e-6ec4-4de9-a825-917426bbdae1","","","","","IC,LT1084CP,TO247","","LT1084CP","A1309","","","","","","LT1084CP","TO247","",""
"7e962350-2b21-4a36-b224-52841e40c336","","","","","IC,TL071CP,DIP","","TL071CP","A1312","","","","","","TL071CP","DIP","",""
"5e5a52da-9c2a-4992-9d16-0a7deabc1ff0","","","","","IC,MC34064","","MC34064","A1313","","","","","","MC34064","","",""
"d37b4eb9-9bfb-40c8-bdd3-e3ec72f34dde","","","","","IC,TL072A","","TL072A","A1315","","","","","","TL072A","","",""
"9fe7f51b-7655-4fd2-902a-d6001dc7c5b2","","","","","IC,L5973AD","","L5973AD","A1316","","","","","","L5973AD","","",""
"89384c4a-bbe4-489e-9996-69ec5ef0b398","","","","","IC,RTL8710","","RTL8710","A1317","","","","","","RTL8710","","",""
"d08d0978-faa7-4061-88ec-5d252f9bd3c2","","","","","IC,74ABT573,DIP","","74ABT573","A1318","","","","","","74ABT573","DIP","",""
"2b36a6d7-0d7b-4c28-afcc-e6d976af9999","","","","","IC,LM336-5.0,TO92","","LM336-5.0","A1319","","","","","","LM336-5.0","TO92","",""
"4bbb793c-b6c7-494d-bcf7-861e21470346","","","","","IC,M5M4C264,ZIL","","M5M4C264","A1323","","","","","","M5M4C264","ZIL","",""
"4611dd3e-1cbf-4d41-b18e-e6c841645c2a","","","","","IC,PA19,TO3","","PA19","A1326","","","","","","PA19","TO3","",""
"dc3df7e1-075d-49a7-961d-c7a21a1ac40f","","","","","IC,TC77-33","","TC77-33","A1320","","","","","","TC77-33","","",""
"e5c590bf-f4c1-4b32-88e7-fddc5b54c35c","","","","","IC,PAL20X8,DIP","MMI","PAL20X8","A1321","","","","","","PAL20X8","DIP","",""
