"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","Package","Display Type","Characters","GenericName"
"880b6742-e418-4f35-9e6b-17078c8b2a8e","","","","","","VARITRONIX","VIM-878-DP-RC-S-LV","A0775","","","","","","LCD,passive,starburst","8 * 14SEG",""
