"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","JAMECO","Package","Resistance","Tempco","Voltage","RESType","Tolerance","Wattage"
"600560c2-b9e8-4b7b-be88-bda7fcd8aa74","","","","","","","","","","","","","","","300K","","","","",""
"19c9078f-4d5d-4ccc-9a14-304bbf09e76f","","","","","","","","A1473","","","","","","TH","330K","","","FILM","1%","2W"
"966e39e9-5756-4d4e-840b-354ed69e05eb","","","","","","","","","","","","","","","360K","","","","",""
"8c597400-0731-44bc-b8e9-5be34d532661","","","","","","","","","","","","","","","390K","","","","",""
"268b9e5a-0144-481f-8974-9a0baa5396e5","","","","","","","","","","","","","","","430K","","","","",""
"4e4e6e48-fc92-4f0e-8356-b69d94316087","","","","","","","","","","","","","","","470K","","","","",""
"a61bb39e-544c-4c74-b69a-72175f8fa35c","","","","","","","","A1470","","","","","","TH","510K","","","FILM","1%","2W"
"8db22495-7d05-424a-bcf0-08f8ed4a7b8b","","","","","","","","A1479","","","","","","TH","560K","","","FILM","1%","2W"
"73600c72-b8f0-457f-b360-d1ce06a79d33","","","","","","","","","","","","","","","620K","","","","",""
"a6fc79c4-c042-4e0b-a0e3-841ac53102dd","","","","","","","","A1477","","","","","","TH","680K","","","FILM","1%","2W"
"d88d2df2-febb-4080-8a07-bab95d8e3935","","","","","","","","","","","","","","","750K","","","","",""
"f61029de-d508-4e07-9df9-a0ebcb8c4d21","","","","","","","","","","","","","","","820K","","","","",""
"f66f6bfc-ffc4-4d2c-a9f1-68411bce42ed","","","","","","","","","","","","","","","910K","","","","",""
"5a1bef8d-6297-409a-83bc-fd984ceb14de","","","","","","","","A1471","","","","","","TH","1M","","","FILM","1%","2W"
"a25de583-189b-4e7a-b5e6-1dde10799974","","","","","","","","","","","","","","","1M1","","","","",""
"a5ec414f-45e8-4158-8ec3-1a874215a9ca","","","","","","","","","","","","","","","1M2","","","","",""
"9773ec30-d435-42d0-84eb-5310ffe1bdb7","","","","","","","","","","","","","","","1M3","","","","",""
"ebaaeabc-105e-49f6-8998-9493eaaf6d84","","","","","","","","","","","","","","","1M5","","","","",""
"6e26fa63-3c68-4a7b-9bdc-b8c3728e9c94","","","","","","","","","","","","","","","1M6","","","","",""
"cb511265-35c8-4bbf-8aa5-0902a5fee9ea","","","","","","","","","","","","","","","1M8","","","","",""
"6611ebad-c98b-4ac9-8fc1-b359ca777075","","","","","","","","","","","","","","","2M","","","","",""
"80f5ca91-bc7c-4743-ab78-f28faf956043","","","","","","","","","","","","","","","2M2","","","","",""
"41b74f02-84c3-49c9-acdb-41f1ccff1191","","","","","","","","","","","","","","","2M4","","","","",""
"2ef62ca6-03cc-428d-a644-f5024bbe3545","","","","","","","","","","","","","","","2M7","","","","",""
"f856f6e3-8ddd-4596-9951-d8cfed2eced5","","","","","","","","","","","","","","","3M","","","","",""
"c9bbf887-5af4-471e-8a85-3f3479a086b1","","","","","","","","","","","","","","","3M3","","","","",""
"064528da-fe95-45c8-9cba-814147acaeec","","","","","","","","","","","","","","","3M6","","","","",""
"b057712d-5023-45c6-9060-67c67b98b4f8","","","","","","","","","","","","","","","3M9","","","","",""
"bb8e4b08-9134-4f22-9ab8-c00d67383811","","","","","","","","","","","","","","","4M3","","","","",""
"4cdf0536-645e-4b69-8e58-19d29646e6b9","","","","","","","","","","","","","","","4M7","","","","",""
"16bbc4e3-dac5-4903-b7cf-5191b36273f6","","","","","","","","","","","","","","","5M1","","","","",""
"6e0211af-7c4e-4c6e-9194-008638a4c49a","","","","","","","","","","","","","","","5M6","","","","",""
"dd9e1cdf-ec47-45d0-bc79-93cae1e9b510","","","","","","","","","","","","","","","6M2","","","","",""
"a8631856-6403-4d31-85d6-cb27416023ef","","","","","","","","","","","","","","","6M8","","","","",""
"7a025b1d-d137-4f7f-90cb-a23d1ab05cec","","","","","","","","","","","","","","","7M5","","","","",""
"eb2fe082-0509-4655-a028-064cf09674cd","","","","","","","","","","","","","","","8M2","","","","",""
"9c5c03fc-fcf5-46f6-84b7-7216a14a7a3a","","","","","","","","","","","","","","","9M1","","","","",""
"0e3eceb7-e4b1-4b49-89b1-4dc3bb306d1d","","","","","","","","","","","","","","","10M","","","","",""
"5bc0cc85-0aa2-4d20-8a5f-d3abd497dd4e","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 100K, 0.1%, 1/4W, METALFILM","","","A0080","","","","","","TH","100K","","","METALFILM","0.1%","1/4W"
"d70d3ba6-4504-49b1-bd0a-e8ab1377156c","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 1K, 0.1%, 1/4W, METALFILM","","","A0081","","","","","","TH","1K","","","METALFILM","0.1%","1/4W"
"9c1d9bc6-8b27-47ee-a81b-c9ef0689cb2c","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 10M, 0.1%, 1/4W, METALFILM","","","A0082","","","","","","TH","10M","","","METALFILM","0.1%","1/4W"
"7120dc52-dac5-4682-9165-2cd053b291e3","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 200K, 0.1%, 1/4W, METALFILM","","","A0083","","","","","","TH","200K","","","METALFILM","0.1%","1/4W"
"2661109a-abfa-4bcd-aad1-96d34fb191ce","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 10K, 0.1%, 1/4W, METALFILM","","","A0084","","","","","","TH","10K","","","METALFILM","0.1%","1/4W"
"a4b28d62-ff28-4e02-b826-5c9b23fbc81f","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 5M, 0.1%, 1/4W, METALFILM","","","A0085","","","","","","TH","5M","","","METALFILM","0.1%","1/4W"
"f03b9e2f-8456-4db0-881b-6e4ade8b7791","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 20K, 0.1%, 1/4W, METALFILM","","","A0086, A0142","","","","","","TH","20K","","","METALFILM","0.1%","1/4W"
"610c8c32-fe11-412b-91b8-1dcf36223bd4","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 500K, 0.1%, 1/4W, METALFILM","","","A0087","","","","","","TH","500K","","","METALFILM","0.1%","1/4W"
"15feba7f-d42c-44e2-b430-7f69514bfc2e","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 20R, 0.1%, 1/4W, METALFILM","","","A0088","","","","","","TH","20R","","","METALFILM","0.1%","1/4W"
"e22e4755-7b71-4c64-9b07-e0e94329057a","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 1M, 0.1%, 1/4W, METALFILM","","","A0089","","","","","","TH","1M","","","METALFILM","0.1%","1/4W"
"c617b7ea-7022-41dc-b05c-e3e39e55eb5a","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 2K, 0.1%, 1/4W, METALFILM","","","A0090, A0153","","","","","","TH","2K","","","METALFILM","0.1%","1/4W"
"d9c73209-a4c9-4d37-9235-9dd67ce257d0","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 200R, 0.1%, 1/4W, METALFILM","","","A0091","","","","","","TH","200R","","","METALFILM","0.1%","1/4W"
"9d8da7e9-6d65-409b-84e8-939e7955cd91","RESFILM",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 2R2, 0.1%, 1/4W, METALFILM","","","A0092","","","","","","TH","2R2","","","METALFILM","0.1%","1/4W"
"f05a4288-22f9-4911-a372-7ef319ea4672","RESWW","","","","","","","A0152","","","","","","TH","330R","","","WIREWOUND","5%","3W"
"a0c8ad5e-bee5-418a-8dd8-e5ee37995da8","RESWW","","","","","","","A0143","","","","","","TH","1K","","","WIREWOUND","1%","3W"
"204005b3-52b2-4634-8340-42e67f7e2435","","","","","","BOURNS","PWR220T-20-R750F","A0156","","","","","","TO220-2","0R75","","","CERAMIC","1%","20W"
"23acf074-7fb0-4931-b102-29e0cf7dea83","","","","","","","RX70-025W-1K","A0075","","","","","","","1K","","","FOIL","0.01%","1/4W"
"129d362b-66c6-4d33-b627-9b5c7662e196","","","","","","","RX70-025W-10K","A0076","","","","","","","10K","","","FOIL","0.01%","1/4W"
"eb1896d1-325b-46a3-9fd8-4787f9809420","","","","","","","PWR220T-20-R100F","A0012","","","","","","TO220","0R100","","","CERAMIC","1%","20W"
"6e40a813-ddf7-464c-8567-398b9b876cc4","","","","","","BOURNS","3262-5K","A0002","","","","","","3262","5K","","","TRIMMER-MT","",""
"eb6eaaf9-9430-4f21-8dd7-0f3f7792d87b","","","","","","BOURNS","3262X-1-502","A0111, A112, A0113, A0115, A0117, A0120, A0121, A0118, A0114, A0122","","","","","","3262","5K","","","TRIMMER-MT","",""
"dfba28e9-cc9c-45f6-bcc2-d70cc2d6c5ba","","","","","","","3323","A0061","","","","","","500R","500R","","","TRIMMER-ST","",""
"bdd51436-3b4e-4bc8-90e6-bdf57673168d","","","","","","BAOTER","3296W-202","A0123","","","","","","3296","2K","","","TRIMMER-MT","",""
"61a96f00-a741-4f3a-9856-a39b4d229611","","","","","","","3296W-503","A0124","","","","","","3296","50K","","","TRIMMER-MT","",""
"10760ee5-e789-4650-9ca5-a72b10a35823","","","","","","","3296W-203","A0125","","","","","","3296","20K","","","TRIMMER-MT","",""
"d0da23ea-7caf-412e-bd40-6ea31e8fd792","","","","","","","3296W-103","A0126","","","","","","3296","10K","","","TRIMMER-MT","",""
"61857619-e253-4334-ac6d-a683db5fb711","RESWW",".\SCHLIB\PASSIVES.SCHLIB","","","RES, CHASSIS MOUNT, 0R1, 1%, 10W, WIREWOUND","DALE","RH-10 0R1","A0101","","","","","","","0R1","","","","1%","10W"
"ed807d20-5a7f-4d61-adb6-52028b59da7d","RESWW",".\SCHLIB\PASSIVES.SCHLIB","","","RES, CHASSIS MOUNT, 10R, 5%, 25W, WIREWOUND","ATE ELECTRONICS","RB25","A0102","","","","","","","10R","","","","5%","25W"
"906b3552-a6bc-43d2-b14e-5c962d1cc593","RESWW",".\SCHLIB\PASSIVES.SCHLIB","","","RES, TH, 5R7, 5%, 5W, WIREWOUND","VITROHM","KH208-8","A0103","","","","","","","4R7","","","","5%","5W"
"2ad23a6f-2af5-4c40-a559-8c71d1e62137","RESWW",".\SCHLIB\PASSIVES.SCHLIB","","","RES, TH, 0R47, 10%, 5W, WIREWOUND","VISHAY","","A0105","","","","","","","0R47","","","","10%","5W"
"6e208bc1-6fa4-474e-a73b-7bb7f9714cae","RESWW",".\SCHLIB\PASSIVES.SCHLIB","","","RES. TH, 47R, 5%, 3W, WIREWOUND","VISHAY","","A0107","","","","","","","47R","","","","5%","3W"
"e8ac7bea-644c-428b-9cfc-307a12d9bf2b","RESWW",".\SCHLIB\PASSIVES.SCHLIB","","","RES, TH, 2R2, 10%, 3W, WIREWOUND","VISHAY","","A0108","","","","","","","2R2","","","","10%","3W"
"4648b78b-abd3-4c87-97cf-448cfa8b1918","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 47R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0197","","","","","*","TH","47R","","","CARBON","5%","1/4W"
"d56df4e2-d7c2-4390-9687-d7c9b9da4951","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 1K, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0213","","","","","*","TH","1K","","","CARBON","5%","1/4W"
"3afb6363-d455-48b3-9016-85adb096b308","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 100K, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0248","","","","","*","TH","100K","","","CARBON","5%","1/4W"
"f17bbd2d-9aef-4ee2-9549-ec4bb70ed5fa","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 5K1, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0236","","","","","*","TH","5K1","","","CARBON","5%","1/4W"
"ea02df36-ae54-499a-b54a-0a48bcfcab66","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 4K7, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0221","","","","","*","TH","4K7","","","CARBON","5%","1/4W"
"85ba2217-b6de-41f9-a238-c8b0d2077365","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 680R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0184","","","","","*","TH","680R","","","CARBON","5%","1/4W"
"958146a0-eb6c-447c-947c-6b73f57c812a","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 470R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0254","","","","","*","TH","470R","","","CARBON","5%","1/4W"
"3c14b378-9dc0-4dcd-9479-0dae9c975e89","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 2K7, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0227","","","","","*","TH","2K7","","","CARBON","5%","1/4W"
"f399d935-435c-4b5f-9e64-4058c4c941a5","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 10K, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0214","","","","","*","TH","10K","","","CARBON","5%","1/4W"
"5db90b8e-bb5e-47e5-89f5-c6d48a4ae620","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 1M, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0240","","","","","*","TH","1M","","","CARBON","5%","1/4W"
"b6796e67-3f8d-4c39-bbed-7fccdcfdcce9","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES,TH,22K,5%,1/4W,CARBONFILM","JAMEPRO","","A0250","","","","","*","TH","22K","","","CARBON","5%","1/4W"
"43147da7-1313-4626-a0f0-104bed5acb32","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES,TH,2K,5%,1/4W,CARBONFILM","JAMEPRO","","A0232","","","","","*","TH","2K","","","CARBON","5%","1/4W"
"ee740961-86e5-4473-a345-7ba2773cf93b","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 150R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0189","","","","","*","TH","150R","","","CARBON","5%","1/4W"
"cfc3109d-82f0-4372-80f0-aeccc0185aa0","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 470K, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0241","","","","","*","TH","470K","","","CARBON","5%","1/4W"
"13a32e38-6c9f-4a83-9922-5b6f3331cdee","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 220R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0194","","","","","*","TH","220R","","","CARBON","5%","1/4W"
"b972e916-eaf5-4870-8b1a-4eff01d0a24b","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 270R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0192","","","","","*","TH","270R","","","CARBON","5%","1/4W"
"1d8b2412-e875-4bca-89a8-498497f7fd0f","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 33K, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0251","","","","","*","TH","33K","","","CARBON","5%","1/4W"
"a40434b7-149e-499a-86b2-5aeb805b42fc","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 330R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0228","","","","","*","TH","330R","","","CARBON","5%","1/4W"
"84dc9f67-4531-4ffb-b19f-e0b96840845d","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 5K6, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0234","","","","","*","TH","5K6","","","CARBON","5%","1/4W"
"78a9ec39-63f0-42c5-be14-ea24477a0dbc","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 10R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0196","","","","","*","TH","10R","","","CARBON","5%","1/4W"
"db94603d-ea92-497d-a7b9-ebac286b1861","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 47K, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0191","","","","","*","TH","47K","","","CARBON","5%","1/4W"
"b360f68d-30ad-4001-914f-edd9eb48213e","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 2K2, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0237","","","","","*","TH","2K2","","","CARBON","5%","1/4W"
"139efed4-44c7-4395-8401-5b74488c970f","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 1K5, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0247","","","","","*","TH","1K5","","","CARBON","5%","1/4W"
"4ff907a2-9907-465d-a469-ff2f5168e41d","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 100R, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0246","","","","","*","TH","100R","","","CARBON","5%","1/4W"
"0eaa2d18-ac9e-45bb-88e0-460292cc55a9","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 10M, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0255","","","","","*","TH","10M","","","CARBON","5%","1/4W"
"bc7d7f06-87ad-4130-a109-e67db98ec91b","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH025","","RES, TH, 15K, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0235","","","","","*","TH","15K","","","CARBON","5%","1/4W"
"4f1499fc-4428-465e-96cc-71ccb88418cd","RES",".\SCHLIB\PASSIVES.SCHLIB","RESTH1000P","","RES, TH, 3K3, 5%, 1/4W, CARBON FILM","JAMEPRO","","A0210","","","","","*","TH","3K3","","","CARBON","5%","1/4W"
"cb7dd361-c178-4475-a3ed-0452a4411368","","","","","","","","A0180","","","","","","TH","5K","","","","0.1%","1/4W"
"c11d462b-a37e-446b-b8ba-7d120538fcfb","","","","","","","","A0176","","","","","","TH","8K98","","","","0.1%","1/4W"
"b9aa011c-2b4f-49d4-bba1-ac3128694f7c","","","","","","","","A0208","","","","","","TH","8K87","","","","1%","1/4W"
"e2e41a73-c1ec-4e37-8917-258eb249fbf2","","","","","","","","A0206","","","","","","TH","191R","","","","1%","1/4W"
"84f994d0-428c-4d2c-82be-24394fe2c1f5","","","","","","","","A0220","","","","","","TH","88R7","","","","1%","1/4W"
"19f21058-0514-4d86-9d62-0b65075f1a5f","","","","","","CADDOCK","1787-31","A0157","","","","","","HYBRID","","","","","",""
"446e05e4-273e-4093-bde6-6d46a2a24d74","","","","","","CADDOCK","1776-241","A0193","","","","","","HYBRID","","","","","",""
"af3af4da-784b-432d-979f-7732348e3552","","","","","","CADDOCK","1776-C752","A0211","","","","","","HYBRID","","","","","",""
"bc9d1f41-df33-4f7a-89b6-e593df87c25f","","","","","","CADDOCK","1787-13","A0230","","","","","","HYBRID","","","","","",""
"0c4b255f-8702-4505-9f37-aa9568fc740c","","","","","","","89PR20KLF","A0187","","","","","","TRIM-HOR-LONG","20K","","","","",""
"d9a1664b-f8e1-4deb-9a08-42a7a7384d90","","","","","","BAOTER","3296-502","A0158","","","","","","TRIM-MT-VERT","5K","","","","",""
"238d6c50-a246-4238-bac3-1158840e701f","","","","","","RFERFE INTERNATIONAL RESISTORS","CR501/2-WJ","A0628","","","","","","RTH1/2WD","15R","","","","2%","1/2W"
"5e0b6d4a-22d5-4549-8a4a-71140491daef","","","","","","CADDOCK","SR10-1.00-1%","A0319","","","","","","HYBRID-4W","1R","","","","1%","1W"
"13028058-4200-4d4f-846b-f7bb89618de5","","","","","","CADDOCK","SR10-0.10-1%","A0321","","","","","","HYBRID-4W","0R1","","","","1%","1W"
"ca8d1b10-af5f-4fa6-b241-4735fe120f7d","","","","","","","89PR20LF","A0390","","","","","","TRIM","20R","","","","","3/4W"
"ce49d4b0-0cc0-4abb-8aa1-ff861cd753a6","","","","","","","89PR2KLF","A0389","","","","","","","2K","","","","",""
"fbcd9212-a7b0-4010-a004-84880bc49d48","","","","","","","89PR100LF","A0391","","","","","","","100R","","","","",""
"c399dd91-8bfb-4abc-8828-e155b38631af","","","","","","","MFR-25FRF52-887R","A0388","","","","","","TH","887R","","","","1%","1/4W"
"90867cfa-96ba-4828-b6e7-c5cc7134be74","","","","","","","MFR-25FBF52-88K7","A0326","","","","","","","88K7","","","","1%","1/4W"
"bdeb8afb-adcb-4051-9959-77049144a3be","","","","","","","MFR-25FTE52-887K","A0322","","","","","","","887K","","","","1%","1/4W"
"1cb422e6-c01b-4353-a598-2f988d15fbe5","","","","","","","MBA02040C2200FC100","A0200","","","","","","","220R","","","","1%","1/4W"
"508eb136-62e0-434c-973b-1d27ac5389d8","","","","","","","RNF14FAD100R","A0324","","","","","","","100R","","","","1%","1/4W"
"5210ec5e-8935-4b98-ae88-7fe6ebbbaed2","","","","","","AMETHERM","SL03 20001","A0286","","","","","","","20R","","","INRUSH","",""
"77a9e336-d0c5-4acb-aec6-5c78f7481e6d","","","","","","TEPRO","TG5 2700","A0278","","","","","","","2K7","","","","5%","5W"
"6eae24c9-9586-428f-b3b8-889f98753623","","","","","","","YR1B1MOCC","A0258","","","","","","","","","","","",""
"37f694a4-c895-4e0e-bf17-79238932c6b5","","","","","","","MF0204FTE52-1M5","A0287","","","","","","","","","","","",""
"58355083-3447-44b1-a65c-f428869aa47d","","","","","","","MF0207JT-52-0R1","A0288","","","","","","","","","","","",""
"07c23206-fd0f-443c-af81-b255e8e90b8c","","","","","","","SL05 60001","A0256","","","","","","","60R","","","INRUSH","",""
"51e0c30b-b14e-4c2c-b70a-735d0eaf57eb","","","","","","","RNC55J1113BSB14","A0257","","","","","","","","","","","",""
"8de93e5b-32b8-47c9-a705-d6141f08560a","","","","","","","SR3R1000FE6S","A0300","","","","","","","0R1","","","","1%",""
"d8e9a2b6-1527-4c08-b1d6-d0ffadde122b","","","","","","DALE","NS5 560R 5W","A0280","","","","","","","560R","","","","5%","5W"
"1ce0edb8-2863-4801-9802-25b7b1eaded8","","","","","","","BR3FBR100","A0296","","","","","","","0R1","","","","",""
"78a01a1d-59e8-4501-af9a-202391ce3979","","","","","","","RNF14BTE100K","A029","","","","","","","","","","","",""
"e508fd65-10a1-4fa1-a63c-0e0f74849655","","","","","","","OAR1R100FLF","A0299","","","","","","","0R1","","","","",""
"d85b88c1-1b10-497c-a8e6-8afeafc55373","","","","","","","MBB02070C1504FCT00","A0131","","","","","","","","","","METALFILM","",""
"ebb9066e-d70a-4a8c-93f8-fc3df7e1d6a3","","","","","","CADDOCK","1776-C68","A0136","","","","","","HYBRID","","","","HYBRID","",""
"4ac197a9-0f37-4672-b309-b1b28aea642f","","","RESTH2250P600D","","","","","A0661, A0686","","","","","","16.8MM","10R","","","CARBON","5%","3W"
"cbc45aeb-00d8-48a8-9a53-14214e0a48b1","","","RESTH2000P500D","","","","","A0684","","","","","","TH","1R","","","CARBON","5%","2W"
"393b3dee-8e0b-49ae-adb3-70c3a1311501","","","RESTH2000P500D","","","","","A0662","","","","","","TH","2R2","","","CARBON","5%","2W"
"d8cfd53d-789c-4933-936a-082432910619","","","","","","BOURNS","3262-5K","A0675","","","","","","","5K","","","TRIM","",""
"8d91294f-30f5-4397-aeb9-0ca5277b19eb","","","","","","DALE","CW-2B 1K","A0640","","","","","","","1K","","","","5%","3W"
"4d62e8c2-38be-4bce-a3b2-cc789dc6728a","","","","","","","PTV112-4420A-B503","A0689","","","","","","","50K","","","","",""
"8eefeb70-b1db-40c1-b4f9-bf12994f8001","","","","","","OHMITE","FC4L110R050FER","R615","","","","","","4320","0R050","","","4WIRE","",""
"adf4a6ab-2d12-4a5a-9a1b-45ea33fe9efb","","","","","","DALE","RS-5 150R 1%","A0648","","","","","","","150R","","","","1%","5W"
"d9e7cb1f-bcb7-4676-af59-be1fee67baa9","","","","","","","SXA0922-300-390R-5%","A0682","","","","","","","390R","","","","5%","4W"
"e6117b5d-01b3-40f3-82e6-c14bdaca9d60","","","","","","OHMITE","23J330","A0674","","","","","","","330R","","","","5%","3W"
"63fdfd35-f70e-496a-804d-b5293f701a3a","","","","","","DALE","RS2B-2-1%","A0679","","","","","","","0R2","","","","1%","3W"
"582c3ca6-79fc-431f-81a5-c417b8da2a8a","","","","","","DALE","CW2B-1K-5%","A0642","","","","","","","1K","","","","5%","3W"
"c7eaae00-b23e-495d-9bd6-e09bcd7c6f59","","","","","","CTS","743C083100JTR","R742, R743","","743-083-R100TR-ND","","","","2008","4X10R","","","","5%","1/10W"
"1f94207c-7430-4518-9e53-02093aa201cc","","","","","","","RMCF0603JG10K0","R776","","","","","","","","","","","",""
"4aed1dbf-1924-4bb5-998e-b013501f6b0d","","","","","","","ERJ-3EKF1002V","R789","","","","","","","","","","","",""
"e5b393fa-c8bd-426d-b717-ed47712932bf","","","","","","","RC0805FR-0710ML","R798","","","","","","","","","","","",""
"3055ef99-f913-44e3-86e9-ae94e78c0d41","","","","","","","RC0603FR-0712K1L","R785","","","","","","","","","","","",""
"11d71d5b-e4f4-4f40-baf0-0ee229816303","","","","","","","CR0603-JW-331ELF","R780","","","","","","","","","","","",""
"cc0be304-73c5-4932-8a98-058e9ae8b3e6","","","","","","","RC1608F331CS","R799","","","","","","","","","","","",""
"73fba889-5c5c-4a28-a4d8-9b1bfd4841e8","","","","","RESISTOR, HIGH VOLTAGE, FILM 13.55MM","LASERPRINTER CORONA","","A0439","","","","","","","50M","","","","",""
"624f95a2-49f4-4fad-bace-b0a1fde2f62c","","","","","RESISTOR, HIGH VOLTAGE, FILM 13.55MM","LASERPRINTER CORONA","","A0439","","","","","","","30M","","","","",""
"73425b77-bc97-4d03-bf27-15dc05b06a08","","","","","RESISTOR, HIGH VOLTAGE, FILM 13.55MM","LASERPRINTER CORONA","","A0439","","","","","","","150M","","","","",""
"d69ec084-ff3b-48f4-bf5c-1ff431ed7295","","","","","RESISTOR, HIGH VOLTAGE, FILM 13.55MM","LASERPRINTER CORONA","","A0439","","","","","","","40M","","","","",""
"b86bee82-848e-4f59-b385-30d379bdf2d1","","","","","RESISTOR, HIGH VOLTAGE, FILM 8MM","LASERPRINTER CORONA","","A0439","","","","","","","100M","","","","",""
"e43383c2-9f70-42a1-8237-45c647977581","","","","","RESISTOR, HIGH VOLTAGE, FILM 8MM","LASERPRINTER CORONA","","A0439","","","","","","","20M","","","","",""
"6150552a-5a3f-4596-93bf-744b5c506691","","","","","RESISTOR, HIGH VOLTAGE, FILM 8MM","LASERPRINTER CORONA","","A0439","","","","","","","10M","","","","",""
"77421f0b-b917-43f5-96d1-befba64ab807","","","","","","","","A0514","","","","","","TH","0R1","","","","5%","2W"
"2d301b26-0daf-4295-a458-7290db698329","","","","","","","","A0515","","","","","","TH","1K","","","","2%","2W"
"6f88be48-b08d-4444-9b4a-c2b88232955b","","","","","","","","A0522","","","","","","","47R","","","","5%","5W"
"6c826402-7a31-461b-a162-364b017ae54b","","","","","","","","A0523","","","","","","","8R2","","","","5%","5W"
"cc7e21fb-cceb-4955-b8f5-36654e450790","","","","","","","TCC 0041 TR10F1006J","A0524","","","","","","","100M","","","","5%","1W"
"094e7189-28ef-44b7-b462-91c06cf0eddf","","","","","","","","A0519","","","","","","TH","10R","","","","5%","2W"
"215c7f78-ad9a-4ee1-b922-a756bdf72973","","","","","","IRC","MAR5 2.5K .05% T16","A0441","","","","","","","2K5","","","","0.05%","1/10W"
