"Index","Description","Library Ref","Library Path","Footprint Ref","Footprint Path","Manufacturer","Manufacturer PartNo","Package","AEC-Q","Resistance","Tempco","Voltage","RESType","Supplier","Supplier PartNo","Tolerance","Wattage","Location"
"d8b557b3-eeeb-4163-9bc4-06ddd0af6f3a","","","","","","JAMECO","","TH","","4K7","","","","JAMECO","","5%","1/4W","A0735"
"cb2e6318-0690-46bd-a58f-8d2e506a302a","","","","","","JAMECO","","TH","","10K","","","","JAMECO","","5%","1/4W","A0737"
"5aba39da-976b-4636-a46b-a92a40f44de6","","","","","","JAMECO","","TH","","240R","","","","JAMECO","","5%","1/4W","A0736"
"9ea5d9cb-1695-456e-8643-bc413924b663","","","","","","YAGEO","MFR-25FTE52-2K","TH","","2k","","","","MOUSER","","1%","1/4W","A0738"
"0f05a418-5ade-4e8d-9b80-41c562651794","","","","","","YAGEO","MFR-25FTE52-100K","TH","","100K","","","","MOUSER","","1%","1/4W","A0739"
"b1a65e44-3b6e-4f7f-9866-855041975610","","","","","","YAGEO","MFR-25FTE52-9K76","TH","","9K76","","","","MOUSER","","1%","1/4W","A0740"
"3ad02465-cf03-4522-a4e1-526f6c8a2ac9","","","","","","YAGEO","MFR-25FTE52-9K53","TH","","9K53","","","","MOUSER","","1%","1/4W","A0741"
"4af3d187-8219-43bb-b9a8-a466ec6efb89","","","","","","YAGEO","MFR-25FTE52-1K3","TH","","1K3","","","","MOUSER","","1%","1/4W","A0742"
"0fcb3bb1-fb31-4b13-93c1-4153e5670dfb","","","","","","YAGEO","MFR-25FTE52-30R","TH","","30R","","","","MOUSER","","1%","1/4W","A0743"
"ae6c27f9-f9d5-46ef-9312-d70855adf34e","","","","","","YAGEO","MFR-25FTE52-1K","TH","","1K","","","","MOUSER","","1%","1/4W","A0744"
"55dcb89c-962a-43ab-a7f3-a99ac31a6c17","","","","","","YAGEO","MFR-25FTE52-2K26","TH","","2K26","","","","MOUSER","","1%","1/4W","A0745"
"46b3ee2e-03b0-4dde-b19f-281f075d4799","","","","","","YAGEO","MFR-25FTE52-130R","TH","","130R","","","","MOUSER","","1%","1/4W","A0746"
"5705d808-2eb7-4f52-b6e2-3621f20d4cf5","","","","","","EBAY","","TH","","9K09","","","","","","1%","1/4W","A0830"
