"Index","Description","Library Ref","Library Path","Footprint Ref","Footprint Path","Manufacturer","Manufacturer PartNo","Package","Display Type","Characters","Supplier","Supplier PartNo","GenericName","Location"
"880b6742-e418-4f35-9e6b-17078c8b2a8e","","","","","","VARITRONIX","VIM-878-DP-RC-S-LV","","LCD","8 * 14SEG","","","","A0775"
"1b4ac399-26ee-457f-b6b3-ce776f836201","","","","","","","","","","","","","",""
