"ID","Description","Library Ref","Library Path","Footprint Ref","Footprint Path","Manufacturer","Manufacturer PartNo","Package","AEC-Q","Mounting","CONtype","PinOut","Supplier","Supplier PartNo","Location"
1,"THERMAL, CLIP, HEATSINK TO-220",,,,,,"V12HK",,,,,,,"AE10766-ND","A0335"
