"Index","Description","Library Ref","Library Path","Footprint Ref","Footprint Path","Manufacturer","Manufacturer PartNo","Package","AEC-Q","Mounting","CONtype","PinOut","Supplier","Supplier PartNo","Location"
"a1b7d5df-150c-49a9-8837-135cadef2b76","THERMAL, CLIP, HEATSINK TO-220","","","","","","V12HK","","","","","","","AE10766-ND","A0335"
