"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Location","LCSC","Digikey","Mouser","TME","Value","Tolerance","Power"
"000001","RESC0603","Resistors.schlib","RESC0603","Resistors.Pcblib","Dummy Part","-","-","-","-","-","-","-","-","-"
