"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","Manufacturer","Manufacturer PartNo","Package","Display Type","Characters","Supplier","Supplier PartNo","GenericName"
"880b6742-e418-4f35-9e6b-17078c8b2a8e","","","","","","","","A0775","","","","","VARITRONIX","VIM-878-DP-RC-S-LV","","LCD","8 * 14SEG","","",""
"1b4ac399-26ee-457f-b6b3-ce776f836201","","","","","","","","","","","","","","","","","","","",""
