"Index","Library Ref","Library Path","Footprint Ref","Footprint Path","Description","Manufacturer 1","Manufacturer Part Number 1","Location","LCSC","Digikey","Mouser","TME","Manufacturer","Manufacturer PartNo","Package","AEC-Q","Mounting","CONtype","PinOut","Supplier","Supplier PartNo"
"a1b7d5df-150c-49a9-8837-135cadef2b76","","","","","THERMAL, CLIP, HEATSINK TO-220","","","A0335","","","","","","V12HK","","","","","","","AE10766-ND"
